42.95954424332041,1552045409.4743564
45.601145760020415,1552045409.5278685
45.601145760020415,1552045409.5905716
45.601145760020415,1552045409.6612947
45.601145760020415,1552045409.7201707
45.601145760020415,1552045409.7977602
45.601145760020415,1552045409.8601277
45.601145760020415,1552045409.9155886
45.601145760020415,1552045409.9915738
45.601145760020415,1552045410.052338
45.601145760020415,1552045410.1126745
45.601145760020415,1552045410.1697981
45.601145760020415,1552045410.2236652
45.601145760020415,1552045410.2914844
42.95954424332041,1552045410.3474414
42.95954424332041,1552045410.421464
36.390940026602294,1552045410.479894
32.421426177602285,1552045410.544089
32.421426177602285,1552045410.6262715
21.58909528414003,1552045410.6980891
21.58909528414003,1552045410.753924
12.743586328268577,1552045410.8173535
12.743586328268577,1552045410.8719075
10.382211670068585,1552045410.93127
10.382211670068585,1552045410.9866643
4.869648196568576,1552045411.057863
2.542858389995672,1552045411.1442423
2.542858389995672,1552045411.2236512
2.542858389995672,1552045411.2939076
